SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,DRYWT_TO_GREENWT_CONVERSION
7966,NOBR2,smallflower aiea,Nothocestrum,breviflorum,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7971,NOHU,kaala rockwort,Nototrichium,humile,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7967,NOLA,broadleaf aiea,Nothocestrum,latifolium,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7968,NOLO,longleaf aiea,Nothocestrum,longifolium,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7969,NOPE,Oahu aiea,Nothocestrum,peltatum,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7972,NOSA,Hawaii rockwort,Nototrichium,sandwicense,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7970,NOTHO3,aiea,Nothocestrum,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
691,NYAQ2,water tupelo,Nyssa,aquatica,,,35,47,,,3,31,112,X,,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.58,3,82.36207,11,95.08696,16,0.5,1,14,21,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.931777563
694,NYBI,swamp tupelo,Nyssa,biflora,,,35,47,,,3,31,114,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.951112157
7974,NYFR2,"toechel, teuechel",Nypa,fruticans,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.48,26,0.48,26,80.49,26,75.13,26,0.48,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
692,NYOG,Ogeechee tupelo,Nyssa,ogeche,,,43,47,,,4,31,151,,,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.951112157
690,NYSSA,tupelo spp.,Nyssa,spp.,,,35,47,,,3,31,221,X,X,,,X,,H,,,,,,N,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,23,0.51,23,76.5,23,98,23,0.5,23,14,21,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.951112157
693,NYSY,blackgum,Nyssa,sylvatica,,,35,47,,,3,31,113,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.44,5,71.18182,11,101,1,0.5,1,14,33,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.974785278
7982,OCCO,holei,Ochrosia,compta,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7990,OCFL,laurel espada,Ocotea,floribunda,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7991,OCFO,black sweetwood,Ocotea,foeniculacea,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7983,OCHA,island yellowwood,Ochrosia,haleakalae,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7977,OCHNA,ochna,Ochna,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.74477,,0.74477,,,,,,0.74477,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7986,OCHRO2,yellowwood,Ochrosia,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7984,OCKA,Kauai yellowwood,Ochrosia,kauaiensis,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7985,OCKI,Hawaii yellowwood,Ochrosia,kilaueaensis,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
7994,OCLE,loblolly sweetwood,Ocotea,leucoxylon,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7987,OCMA2,langiti,Ochrosia,mariannensis,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,26,0.46,26,80.49,26,75.13,26,0.46,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_NRS,5/29/2014 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
7996,OCMO,nemoca,Ocotea,moschata,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7976,OCMO4,African bird's-eye bush,Ochna,mossambicensis,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7997,OCNE,laurel sassafras,Ocotea,nemodaphne,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7999,OCPO,laurel de paloma,Ocotea,portoricensis,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7980,OCPY,Ochroma pyramidale,Ochroma,pyramidale,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8001,OCSP,nemoca cimarrona,Ocotea,spathulata,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
7978,OCTH,Thomas birds-eye bush,Ochna,thomasiana,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.74477,26,0.74477,26,80.49,26,75.13,26,0.74477,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,7/14/2022 14:21,290487,1.76
8003,OCWR,Wright's laurel canelon,Ocotea,wrightii,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8007,OLEA,olive,Olea,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
8004,OLEU,olive,Olea,europaea,,,54,54,,54,3,37,146,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.99,0.8,0.54,0.43,0.33,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8000,OLNE,oleandra fern,Oleandra,neriiformis,,,54,54,,54,4,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,FS_NIMS_PNWRS,2/21/2013 9:08,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
990,OLTE,desert ironwood,Olneya,tesota,,,48,48,,,4,38,160,,,X,,,,H,,,,,,N,,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.758473594
8013,OPCO4,cochineal nopal cactus,Opuntia,cochenillifera,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
8014,OPFI,tuna cactus,Opuntia,ficus-indica,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
8015,OPMO5,common pricklypear,Opuntia,monacantha,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
8011,OPPA4,Ophiorrhiza palauensis,Ophiorrhiza,palauensis,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.44,26,0.44,26,80.49,26,75.13,26,0.44,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_NRS,8/15/2014 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
8018,OPUNT,pricklypear,Opuntia,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
8019,ORCA12,"amansis, edebsungelked, necklace bead tree",Ormosia,calavensis,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.43,26,0.43,26,80.49,26,75.13,26,0.43,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
8020,ORKR,peronia,Ormosia,krugii,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6479,OSKN,Knowlton's hophornbeam,Ostrya,knowltonii,,,55,55,,,3,37,,,,,,X,,H,,,,,,N,,,,,,6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 0:00,440,FS_NIMS,3/29/2022 0:00,732862,1.76
8024,OSMOX,Osmoxylon,Osmoxylon,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.37,26,0.37,26,80.49,26,75.13,26,0.37,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
8022,OSOL,kesiamel,Osmoxylon,oliveri,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.37,26,0.37,26,80.49,26,75.13,26,0.37,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
8023,OSPA,kesiamel,Osmoxylon,pachyphyllum,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.37,26,0.37,26,80.49,26,75.13,26,0.37,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
718,OSTR,kesiamel,Osmoxylon,truncatum,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
701,OSVI,eastern hophornbeam,Ostrya,virginiana,,,43,47,,,4,25,221,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.63,11,0.5,22,89.1,22,52.61905,9,0.7,11,15,21,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.565000021
8027,OTRH,pincho palo de rosa,Ottoschulzia,rhodoxylon,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8029,OUIL,chicharron amarillo,Ouratea,ilicifolia,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8030,OULI,abey amarillo,Ouratea,littoralis,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
8032,OUST,guanabanilla,Ouratea,striata,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
711,OXAR,sourwood,Oxydendrum,arboreum,,,43,47,,,4,25,101,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.5,15,0.6,22,60.25,22,69.88,9,0.55,11,15,21,0.12766,0.91979,0.12152,1,0.812,0.674,0.37,0.282,0.491,1.04,0.877,0.714,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.684110169
